Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
706,Matt Kiersted,24,FLA,D,10,0,0,0,1,4,0.1,0,0,0,0,0,0,0,9,0.0,106,10:35,2,10,0,0,,kiersma01
707,Klim Kostin,23,EDM,C,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,7,0.0,29,9:44,1,11,0,1,0.0,kostikl01
708,Filip Kral,23,TOR,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,20,9:58,1,2,0,0,,kralfi01
709,Maxime Lajoie,25,CAR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,13:51,0,0,0,0,,lajoima01
710,Jacob Larsson,25,OTT,D,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,2,0.0,24,11:49,1,2,0,0,,larssja01
711,Jake Leschyshyn,23,VEG,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,22,11:09,0,7,10,5,66.7,leschja01
712,Olle Lycksell,23,PHI,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,9:02,0,0,0,0,,lycksol01
713,Brad Malone,33,EDM,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,10,4:56,0,4,1,0,100.0,malonbr01
714,Mikhail Maltsev,24,COL,LW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,33,6:36,2,4,14,13,51.9,maltsmi01
715,Dysin Mayo,26,ARI,D,12,0,0,0,-7,6,-0.2,0,0,0,0,0,0,0,6,0.0,138,11:30,15,25,0,0,,mayody01
716,Connor McMichael,22,WSH,C,6,0,0,0,0,5,-0.1,0,0,0,0,0,0,0,2,0.0,53,8:52,3,2,2,1,66.7,mcmicco01
717,Jayson Megna,32,COL,C,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,43,6:07,2,11,19,17,52.8,megnaja01
718,Ian Mitchell,24,CHI,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,16,16:25,1,0,0,0,,mitchia01
719,Jacob Moverare,24,LAK,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,14,13:45,0,2,0,0,,moverja01
720,Markus Niemeläinen,24,EDM,D,13,0,0,0,1,4,0.1,0,0,0,0,0,0,0,7,0.0,129,9:58,8,41,0,0,,niemema01
721,Drew O'Connor,24,PIT,F,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,26,8:32,1,8,9,9,50.0,oconndr01
722,Jordan Oesterle,30,DET,D,8,0,0,0,7,2,0.6,0,0,0,0,0,0,0,8,0.0,114,14:17,9,7,0,0,,oestejo01
723,Gustav Olofsson,28,SEA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,10,10:14,0,0,0,0,,olofsgu01
724,Nic Petan,27,MIN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,14:02,2,0,0,0,,petanni01
725,Jacob Peterson,23,DAL,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,12:19,1,0,0,0,,peterja01
726,Michael Pezzetta,24,MTL,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,6,0.0,46,9:15,0,12,2,2,50.0,pezzemi01
727,Rem Pitlick,25,MTL,C,7,0,0,0,-2,8,-0.2,0,0,0,0,0,0,0,3,0.0,89,12:39,3,2,4,5,44.4,pitlire01
728,Sampo Ranta,22,COL,LW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,17,5:42,1,1,0,1,0.0,rantasa01
729,Ryan Reaves,36,NYR,RW,12,0,0,0,-5,12,-0.3,0,0,0,0,0,0,0,3,0.0,101,8:27,4,44,2,4,33.3,reavery01
730,Alec Regula,22,CHI,D,4,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,2,0.0,66,16:36,8,4,0,0,,regulal01
731,Dan Renouf,28,BOS,D,1,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0.0,12,11:34,2,1,0,0,,renouda01
732,Rasmus Ristolainen,28,PHI,D,11,0,0,0,-2,6,0.1,0,0,0,0,0,0,0,10,0.0,179,16:15,17,24,0,0,,ristora01
733,Buddy Robinson,31,CHI,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,11,11:03,0,3,0,0,,robinbu01
734,Mattias Samuelsson,22,BUF,D,5,0,0,0,6,2,0.5,0,0,0,0,0,0,0,7,0.0,98,19:36,11,11,0,0,,samuema02
735,Nick Schmaltz,26,ARI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,2,2:26,0,0,0,0,,schmani01
736,Riley Sheahan,31,BUF,C,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,0,,17,8:19,1,0,7,3,70.0,sheahri01
737,Givani Smith,24,DET,RW,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,20,9:57,1,4,0,0,,smithgi01
738,Nikita Soshnikov,29,NYI,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,30,9:56,0,8,0,1,0.0,soshnni01
739,Eric Staal,38,FLA,C,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,11,0.0,123,11:09,9,5,57,60,48.7,staaler01
740,Logan Stanley,24,WPG,D,5,0,0,0,0,6,0.1,0,0,0,0,0,0,0,3,0.0,74,14:48,6,15,0,0,,stanllo01
741,Riley Stillman,24,VAN,D,10,0,0,0,-6,12,-0.4,0,0,0,0,0,0,0,10,0.0,142,14:10,9,16,0,0,,stillri01
742,Anton Stralman,36,BOS,D,6,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,3,0.0,104,17:20,10,10,0,0,,stralan01
743,Austin Strand,25,ANA,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,5,0.0,50,12:36,3,4,0,0,,stranau01
744,Conor Timmins,24,ARI,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,17,8:34,0,0,0,0,,timmico01
745,Dominic Toninato,28,WPG,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,17,5:44,0,4,0,1,0.0,tonindo01
746,Tyler Tucker,22,STL,D,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,4,0.0,40,13:20,5,8,0,0,,tuckety01
747,Nathan Walker,28,STL,C,8,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,6,0.0,85,10:38,11,14,0,1,0.0,walkena01
748,Colton White,25,ANA,D,7,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,7,0.0,80,11:28,2,2,0,0,,whiteco03
749,Maxwell Willman,27,PHI,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,31,10:23,2,7,0,0,,willmma01
750,Filip Zadina,23,DET,RW,9,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,12,0.0,126,13:57,5,9,0,2,0.0,zadinfi01
